0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1.0,0.869293212890625,-0.6350818276405334,0.22569026052951807,0.327470064163208,-0.6899932026863098,0.7542022466659546,-0.24857313930988312,-1.0920639038085935,0.0,1.3749921321868896,-0.6536741852760315,0.9303491115570067,1.1074360609054563,1.138904333114624,-1.5781983137130735,-1.046985387802124,0.0,0.657929539680481,-0.010454569943249224,-0.0457671694457531,3.101961374282837,1.353760004043579,0.9795631170272828,0.978076159954071,0.9200048446655272,0.7216574549674987,0.9887509346008301,0.8766783475875854
0.0,1.6304279565811155,0.4041428565979004,0.4010264575481415,2.7224087715148926,0.3556435108184814,1.362199306488037,0.0158182438462972,-1.1741114854812622,0.0,1.0026954412460327,-0.2233556658029556,-1.4660663604736328,0.0,0.782744288444519,-0.8827683329582214,1.0089690685272217,0.0,1.5363858938217163,0.3876349329948425,1.5963205099105835,1.5509806871414185,0.8592354655265808,0.8272325992584227,0.9954160451889038,0.7647657990455627,0.520597279071808,0.8504130840301514,0.9298654794692992
1.0,0.3263052105903625,-0.7977346181869507,0.2234708368778228,1.2482343912124632,-1.4278565645217896,0.9237671494483948,-0.2782800197601318,-0.4700519442558288,0.0,0.894418478012085,0.3895811140537261,-0.809702694416046,0.0,1.2052892446517944,0.352439135313034,0.6262016892433168,2.548224449157715,1.6269333362579343,-0.4268661737442016,1.15350079536438,0.0,0.8879437446594238,0.9246011972427368,0.9871894717216492,0.8540936708450316,0.3850125670433045,0.7899115085601807,0.7246271371841431
1.0,1.381169676780701,0.521993100643158,0.5746980309486389,0.3573471903800964,0.037136111408472,0.4130569398403168,-0.6070363521575928,-1.3082702159881592,0.0,0.6559572219848633,-1.1442178487777708,-0.4546087682247162,2.2148721218109126,1.0270335674285889,-1.1585737466812132,0.5335609316825867,0.0,1.8094886541366573,0.567524790763855,-1.475778102874756,0.0,0.9361855983734132,1.1072174310684204,0.9838082194328308,0.6933271288871765,0.5620445609092712,0.8253867626190186,0.8462328910827636
1.0,0.3041611313819884,-0.73637455701828,0.6862251162528992,0.4771718680858612,-1.2747361660003662,0.907003104686737,0.3247699737548828,-0.4639538526535033,2.1730761528015137,0.4688646495342255,-0.4545425772666931,-0.1688714176416397,0.0,0.6181871294975281,2.103757858276367,1.2225421667099,0.0,1.0931415557861328,0.904818117618561,1.1651538610458374,0.0,1.1817903518676756,1.0337013006210327,0.993943452835083,0.648399293422699,0.9360970258712769,0.7325924634933471,0.6617790460586548
1.0,0.6617608666419983,0.4869302213191985,0.5425160527229309,2.63061785697937,1.0980629920959473,1.0218784809112549,-2.3062710762023926,-0.6529986262321472,0.0,1.700830340385437,-0.2350121438503265,-0.8757274150848388,2.2148721218109126,1.0509181022644043,0.8275889754295349,1.201462149620056,0.0,0.8290447592735289,-0.9432166218757628,0.5664037466049193,3.101961374282837,4.88395357131958,2.585889339447021,0.9920052289962769,1.935075044631958,1.1445302963256836,1.8187745809555047,2.094304084777832
0.0,1.0960414409637451,1.3089599609375,1.2344281673431396,0.6193592548370361,0.4021180272102356,0.9768993854522704,1.525918960571289,-1.187970757484436,0.0,1.4155330657958984,0.5595714449882507,1.460766315460205,0.0,1.1921175718307495,0.0930182561278343,0.2112596929073333,0.0,3.4756104946136475,-0.112059012055397,-0.3875927329063416,1.5509806871414185,1.4989209175109863,0.8747649192810057,0.9813136458396912,1.7986012697219849,1.0558744668960571,1.241218090057373,1.2338544130325315
0.0,0.694336473941803,1.1794220209121704,0.7783321142196654,4.36988639831543,1.1847214698791504,1.4663567543029783,0.1415774524211883,-0.6430198550224304,0.0,0.8891305327415465,0.4886612296104431,-0.3558496236801147,0.0,1.7739511728286743,1.064253568649292,-0.6814148426055908,2.548224449157715,1.904660940170288,0.1194658577442169,0.6107967495918274,0.0,0.7604107856750488,0.9438122510910032,0.98555588722229,0.7955492734909058,1.178456664085388,1.215754508972168,1.605458378791809
1.0,0.5475631952285768,1.9527534246444704,-0.1839000284671783,0.5381510257720947,-1.1671149730682373,0.7044594883918761,-0.551583468914032,1.073985934257507,2.1730761528015137,0.4314712882041931,0.4022089540958404,1.4862885475158691,2.2148721218109126,0.8554515242576598,-0.4622334539890289,-0.1860334128141403,0.0,0.4580922424793243,-0.9915203452110288,-1.7221591472625732,0.0,0.7198341488838196,0.7648189663887024,0.9908508062362672,0.6451565027236937,0.5039383172988892,0.7403942346572877,0.6977754831314087
0.0,0.3594298362731933,1.4599250555038452,-0.308743804693222,1.9229362010955808,-1.075733304023743,1.1897945404052734,-0.2980846464633941,0.7934719324111937,2.1730761528015137,1.027246594429016,2.2701604366302486,0.7883126735687255,0.0,1.4731117486953735,-0.4676949083805084,-1.2500184774398804,2.548224449157715,0.8869756460189819,-0.503485918045044,0.3172482550144195,0.0,0.6137092709541321,0.7881872057914733,0.990073323249817,0.8694265484809875,1.5984914302825928,1.1615349054336548,0.906986892223358
1.0,0.9209017753601072,1.0011857748031616,0.337217390537262,0.857752799987793,-0.9380196928977966,0.6055237054824829,-0.8635058999061584,1.5790218114852903,2.1730761528015137,0.6325392127037048,-0.2427831441164016,-1.53930401802063,0.0,0.767113983631134,1.5221086740493774,-0.0645463764667511,0.0,1.0911942720413208,-0.3627387881278992,0.3072598278522491,3.101961374282837,0.7432662844657899,0.7964180707931519,1.123044729232788,1.248725414276123,0.8067200183868408,0.8863137364387512,0.7978713512420654
1.0,0.6324794292449951,0.18986976146698,0.4137882590293884,0.8374378681182861,0.7796950936317443,1.226162672042847,0.4643923938274384,1.3084865808486938,0.0,1.833532691001892,-0.8615481853485107,-0.8213540315628051,2.2148721218109126,0.7588598132133485,0.2605040073394775,-0.922724723815918,2.548224449157715,1.2111939191818235,-0.2852862477302551,-0.0441022664308548,0.0,0.8127245903015136,1.0013786554336548,0.9884693026542664,0.8324238061904907,0.7864400148391724,1.2717320919036863,1.0555537939071655
1.0,1.069871187210083,-0.796760618686676,0.2095993012189864,0.3902994990348816,1.2605574131011963,0.7420184612274171,-1.2506858110427856,-1.132533311843872,2.1730761528015137,0.8722594380378723,-0.5944203734397888,0.7405973076820372,2.2148721218109126,0.4372971355915069,-1.9113491773605344,1.064997315406799,0.0,0.6822702884674072,-2.051704406738281,-0.7499530911445618,0.0,0.6112701892852783,0.8656213283538817,0.987860083580017,0.8997335433959962,1.2392065525054932,0.7595759034156798,0.676869809627533
1.0,1.2179255485534668,0.5278369188308716,0.3976972997188568,0.401462823152542,-1.0805673599243164,0.7592405676841735,-0.2703582048416137,1.3168022632598877,2.1730761528015137,0.5257729887962341,2.107941150665283,-0.8723983764648436,0.0,0.6657804846763611,1.8470675945281985,1.201462149620056,0.0,0.7893694043159485,0.7848916053771972,-0.262737512588501,3.101961374282837,0.8697080016136169,0.7000234127044678,0.9874019622802734,0.9209423065185546,0.9677716493606568,0.946738004684448,0.8116500973701477
1.0,0.8965615630149841,-0.5805395841598511,0.565265417098999,1.012639403343201,-0.0679928362369537,1.0522921085357666,-0.1634133756160736,1.5817936658859253,2.1730761528015137,0.5110422968864441,-0.4613422155380249,-0.9955706000328064,0.0,0.7978477478027343,0.2295555621385574,0.0331896618008613,0.0,0.5053132772445679,-0.0096217459067702,1.0414085388183592,0.0,0.8637407422065735,1.0745776891708374,0.9881131052970886,0.679771900177002,0.8632903695106505,0.8086648583412169,0.7204213738441467
1.0,0.6599308252334595,0.3301212489604949,1.2954629659652708,0.0286441594362258,0.1106129810214042,0.7630881667137147,-1.1427507400512695,0.1027203127741813,0.0,0.8916485905647277,-1.4385440349578855,-0.5189690589904785,0.0,1.6527724266052246,-0.9018835425376892,1.2780156135559082,2.548224449157715,1.7223490476608276,-0.8807548880577086,-1.4164024591445925,3.101961374282837,0.9747586846351624,1.1321829557418823,0.5154544711112976,0.5137338638305664,0.845055103302002,0.96427184343338,0.7964733242988585
0.0,0.6233289837837219,1.4492114782333374,-0.1078840270638465,0.9751672148704528,-1.4536809921264648,0.774080991744995,-0.2000518888235092,1.550748586654663,2.1730761528015137,0.4931639730930328,-0.7605252861976622,-0.9467456340789796,0.0,0.8164636492729187,0.8457939624786378,0.243434339761734,2.548224449157715,0.992857813835144,0.1153017356991767,0.3055950999259949,0.0,0.9315993189811704,0.921568214893341,1.0112169981002808,0.7120819687843323,1.08940589427948,0.8472126722335814,0.8117889761924743
0.0,0.6568196415901184,-0.7003377079963684,0.0026360254269093,1.2798569202423096,1.0692081451416016,0.694749116897583,0.2663463950157165,-0.6823804974555969,0.0,0.4159851670265198,-1.0130823850631712,-1.176445245742798,0.0,0.890224516391754,-0.8900502920150756,0.4048623144626617,2.548224449157715,1.3151288032531738,0.127794086933136,-1.706066608428955,3.101961374282837,0.9421026110649108,0.9765634536743164,1.0417171716690063,0.8160151839256287,0.9244115948677064,0.7244337797164917,0.7255206704139708
1.0,0.960431694984436,-0.4013293087482452,-0.2715681195259094,0.3147605061531067,1.120129942893982,1.2165439128875732,-0.1376674026250839,-1.714073061943054,0.0,0.5818000435829163,-0.0727927535772323,-1.297952890396118,0.0,1.8473608493804927,-0.3084014058113098,0.2889226377010345,2.548224449157715,0.9490445256233216,-0.7425062060356141,0.6624035239219666,0.0,1.03291654586792,0.9748159050941468,0.9866380095481871,0.5968015789985657,0.8334171175956726,0.6610381007194519,0.6115952134132385
1.0,0.9622618556022644,0.6797760725021361,-0.2221854627132416,0.4902215301990509,0.9241241812705993,0.6745039224624634,0.8456308841705321,1.7098544836044312,2.1730761528015137,0.4851061701774596,-0.8372638225555421,1.178912878036499,2.2148721218109126,0.3709122836589812,1.1325222253799438,-0.5266408920288086,0.0,0.6406475901603699,1.0888720750808716,0.4254561066627502,0.0,0.613037645816803,0.8548414707183837,0.9858752489089964,0.940019965171814,0.9020758271217344,0.8128141164779662,0.7337855696678162
1.0,0.8315932750701904,0.5161492824554443,0.2445555478334427,0.3559264242649078,1.2349994182586668,1.4475772380828855,2.433959484100342,1.5352262258529663,0.0,1.888048887252808,0.420665055513382,-0.809147834777832,2.2148721218109126,0.8015357851982116,1.5257496833801267,0.2001650035381316,0.0,1.8749651908874512,-0.3477480113506316,0.7661721110343933,0.0,1.3042136430740356,0.9707478284835817,0.9842196702957152,1.1218365430831907,0.898259699344635,1.148260235786438,0.9497798681259156
1.0,1.29991352558136,0.401220977306366,0.7078647613525392,0.4531392157077789,-0.02744379080832,2.2940278053283687,-0.0416150912642478,0.3566242456436156,0.0,2.860779285430908,-1.2928379774093628,-1.1869869232177734,0.0,1.6770081520080566,-0.0944929718971252,-1.7404044866561887,0.0,1.408597111701965,-0.1395421773195266,-1.2271773815155027,3.101961374282837,2.71887731552124,1.5861636400222778,0.9820531010627744,0.4555157721042633,0.5958042740821838,1.140898585319519,1.3559783697128296
0.0,1.3392605781555176,-5.415562918642536e-05,-0.5362369418144226,2.653449773788452,-0.8374970555305482,1.9469281435012813,-0.2772898077964782,1.14660906791687,2.1730761528015137,0.9164515733718872,0.069027803838253,0.7206234335899354,1.1074360609054563,0.4534542858600616,-0.1400053948163986,0.064254842698574,0.0,0.4335081279277801,-0.399383008480072,-1.0290738344192505,0.0,0.4153359532356262,0.9571130275726318,1.0080764293670654,1.361019253730774,0.8154979348182678,1.6117558479309082,1.154306411743164
0.0,0.815305471420288,-0.0818675309419631,1.3886796236038208,1.1207475662231443,1.0387161970138548,1.6858476400375366,-1.328913927078247,1.6788094043731687,2.1730761528015137,3.135123014450073,0.4634054899215697,-0.3486368060111999,0.0,1.0042028427124023,0.5108224153518677,0.313885748386383,0.0,0.4420273900032043,0.3734769523143768,-0.9708080887794496,3.101961374282837,1.5343159437179563,0.909653067588806,0.9848545789718628,0.995434284210205,1.1211199760437012,2.113858699798584,1.7093651294708252
